kingdom,phylum,class,order,family,genus,species,reads,sample
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,42,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,24,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,39,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia sp. HMT-172,442,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia turicensis,292,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,125,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia cardiffensis,11,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces pacaensis,70,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 414,63,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces massiliensis,55,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces naeslundii,32,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris,94,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,41,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium variabile,135,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum,37,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,70,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,184,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium modestum,12,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia propionica,21,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,17,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,92,C1040881_S78
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia kristinae,55,C1040881_S78
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,1005586,C1040881_S78
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia biwaensis,180,C1040881_S78
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia massiliensis,85,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,222354,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,50021,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,84,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,93,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,26233,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,1124,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium salpingitidis,65,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,649,C1040881_S78
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,11,C1040881_S78
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,2820,C1040881_S78
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,884,C1040881_S78
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas muris,12,C1040881_S78
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,106,C1040881_S78
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter aliiformigenes,43,C1040881_S78
Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,Pyramidobacter piscolens,143217,C1040881_S78
Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum,391,C1040881_S78
Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Cupidesulfovibrio,Cupidesulfovibrio liaohensis,1500,C1040881_S78
Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,90,C1040881_S78
Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,634,C1040881_S78
Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,139,C1040881_S78
Bacteria,Candidatus Saccharibacteria,Candidatus Saccharimonadia,Candidatus Nanosynbacterales,Candidatus Nanosynbacteraceae,Candidatus Nanosynbacter,Candidatus Nanosynbacter sp. HMT-352,125,C1040881_S78
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema peruense,43,C1040881_S78
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema phagedenis,23,C1040881_S78
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,138197,C1040881_S78
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. TLL-48-HuF1,1691,C1040881_S78
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,4969,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Carjivirus,Carjivirus communis,257304,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Carjivirus,Carjivirus hominis,11485,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Diorhovirus,Diorhovirus intestinalis,13,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus splanchnicus,3911,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,1521,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Canhaevirus,Canhaevirus faecalis,854,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Canhaevirus,Canhaevirus hiberniae,89,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus intestinalis,86,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus faecalis,26,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Culoivirus,Culoivirus americanus,32,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Blohavirus,Blohavirus americanus,4670,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Blohavirus,Blohavirus faecalis,368,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Buchavirus,Buchavirus intestinalis,48,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Birpovirus,Birpovirus hominis,315,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Birpovirus,Birpovirus hiberniae,78,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus hiberniae,197,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus hominis,66,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Aurodevirus,Aurodevirus intestinalis,40,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Afonbuvirus,Afonbuvirus intestinihominis,79,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Kahnovirus,Kahnovirus oralis,812,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Kahnovirus,Kahnovirus copri,39,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Kingevirus,Kingevirus communis,183,C1040881_S78
Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Junduvirus,Junduvirus communis,29,C1040881_S78
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,2677493,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,2084133,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,634653,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,2938605,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D2,41439,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HF-162,208809,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. DH3716P,156239,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. M10,11940,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CACC 737,19469,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. A1C1,21424,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,495839,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,229024,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,431482,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,198739,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,44561,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,25070,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,328492,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,7408,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii,4736,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luhongzhouii,3495,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides humanifaecis,33554,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,1869,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,1382,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecium,240,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides helcogenes,213,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zoogleoformans,36,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,3486568,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,99049,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,2749,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis,115,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,292731,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,94600,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,91704,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,12041,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes megaguti,5919,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,5226,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,2686,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,980,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar,334,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. dk3624,174,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured Alistipes sp.,84,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,343358,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,95634,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. CT06,4943,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,2111,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,234,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chongii,88,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides faecis,25,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,105988,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,3593,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,2716,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella buccalis,1487,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bryantii,124,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis,44,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,37,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,117,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,76,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,39049,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,3843,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis,1351,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,16613,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas mucosa,9036,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans,158,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum propionicum,52,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,650,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,357,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter secundus,202,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,1141,C0228233_S43
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,Sodaliphilus pleomorphus,11,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia wexlerae,956927,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum,70325,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. NBRC 113351,5024,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48,8533,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia argi,3385,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hansenii,1368,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia producta,954,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia pseudococcoides,132,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,743870,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis,370902,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia hominis,113207,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia rectibacter,6502,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,364692,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,1156,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,11,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,257277,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea formicigenerans,75794,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,230015,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,190493,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,7303,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,4536,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira eligens,156792,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus comes,49566,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus sp. ART55/1,5399,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus,2237,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,393,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,23353,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster asparagiformis,6756,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,1332,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,23413,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,532,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,398,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Simiaoa,Simiaoa sunii,6166,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,4048,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,3503,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,2526,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wujia,Wujia chipingensis,1499,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Chordicoccus,Chordicoccus furentiruminis,949,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,684,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Qiania,Qiania dongpingensis,642,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,321,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,Stomatobaculum sp. F0698,63,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Novisyntrophococcus,Novisyntrophococcus fermenticellae,45,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum gingivalis,19,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,[Clostridium] colinum,14,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Claveliimonas,Claveliimonas bilis,13,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,1478874,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. HTF-F,39655,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. I4-1-79,44415,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. IP-3-29,92559,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. I3-3-89,20390,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. I3-3-33,17009,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. I4-3-84,27462,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. IP-1-18,134237,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. I2-3-92,40325,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,267072,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,536014,C0228233_S43
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas fastidiosa,32881,C0228233_S43
